protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-1900--ak--23;5;https://betalab.kb.se/prot-1900--ak--23/prot_1900__ak__23-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--23.xml#L366;47;1;2;Sant vore deremot, tt det obegagnade gevärets mekanism-;
prot-1900--ak--23;5;https://betalab.kb.se/prot-1900--ak--23/prot_1900__ak__23-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--23.xml#L366;47;1;9;från chefen för Stockholms vapenfabrik och verkmästaren vid Stock-;
prot-1900--ak--23;5;https://betalab.kb.se/prot-1900--ak--23/prot_1900__ak__23-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--23.xml#L366;47;1;34;fabriker, komma upp till en medelaflöning, som sträcker sig längre;
prot-1900--ak--55;19;https://betalab.kb.se/prot-1900--ak--55/prot_1900__ak__55-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--55.xml#L1593;45;1;2;Jag för min del yrkar bifall till det af herr Elowson fram-;
prot-1900--ak--55;19;https://betalab.kb.se/prot-1900--ak--55/prot_1900__ak__55-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--55.xml#L1593;45;1;10;förstånd som ypat sig.;
prot-1900--ak--55;19;https://betalab.kb.se/prot-1900--ak--55/prot_1900__ak__55-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--ak--55.xml#L1593;45;1;31;proposition.;
prot-1901--ak--6;40;https://betalab.kb.se/prot-1901--ak--6/prot_1901__ak__6-040.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--6.xml#L3455;47;1;7;detta fall tjenstgöra de såsom biträden åt kronobetjeningen, läns-;
prot-1901--ak--6;40;https://betalab.kb.se/prot-1901--ak--6/prot_1901__ak__6-040.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--6.xml#L3455;47;1;14;genom införandet af en liten ersättning åt nämndemän godt kunna;
prot-1901--ak--6;40;https://betalab.kb.se/prot-1901--ak--6/prot_1901__ak__6-040.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--6.xml#L3455;47;1;26;Det är derför som jag I rättvisans och billighetens intresse anser;
prot-1901--fk--23;20;https://betalab.kb.se/prot-1901--fk--23/prot_1901__fk__23-020.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--23.xml#L1631;50;1;5;penningarnes afstående en väsentlig förmån kan beredas riksdags-;
prot-1901--fk--23;20;https://betalab.kb.se/prot-1901--fk--23/prot_1901__fk__23-020.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--23.xml#L1631;50;1;22;af vare sig den ena eller den andra af  representationens afdel-;
prot-1901--fk--23;20;https://betalab.kb.se/prot-1901--fk--23/prot_1901__fk__23-020.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--23.xml#L1631;50;1;48;af fria resor, under det att den förste talaren gjort gällande, att;
prot-1901--fk--36;4;https://betalab.kb.se/prot-1901--fk--36/prot_1901__fk__36-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--36.xml#L316;41;1;19;öfverrumpling, hyste jag den öfvertygelsen att, så blottad på allt;
prot-1901--fk--36;4;https://betalab.kb.se/prot-1901--fk--36/prot_1901__fk__36-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--36.xml#L316;41;1;23;"omsorger; och det lättvindiga sätt, hvarpå utskottet behandlat denna";
prot-1901--fk--36;4;https://betalab.kb.se/prot-1901--fk--36/prot_1901__fk__36-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--fk--36.xml#L316;41;1;40;Och till och med nu, sedan en vänlig, men mycket vetgirig magt;
prot-1902--ak--51;61;https://betalab.kb.se/prot-1902--ak--51/prot_1902__ak__51-061.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--51.xml#L5099;51;1;5;nade med uppmärksamhet. Men bäst kunda jag följa honom, då han;
prot-1902--ak--51;61;https://betalab.kb.se/prot-1902--ak--51/prot_1902__ak__51-061.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--51.xml#L5099;51;1;25;stockholmstidning, och jag tror, att han icke är känd för att vara;
prot-1902--ak--51;61;https://betalab.kb.se/prot-1902--ak--51/prot_1902__ak__51-061.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--51.xml#L5099;51;1;30;de äro fria medborgare och att de icke hållas för farlig samhällsdrägg.;
prot-1903--ak--24;37;https://betalab.kb.se/prot-1903--ak--24/prot_1903__ak__24-037.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--24.xml#L3293;50;1;22;jag är i staden eller kommer till något bankkontor på landet, får jag;
prot-1903--ak--24;37;https://betalab.kb.se/prot-1903--ak--24/prot_1903__ak__24-037.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--24.xml#L3293;50;1;46;staten söker taga reda på någon betalning för de tjänster, den gör;
prot-1903--ak--24;37;https://betalab.kb.se/prot-1903--ak--24/prot_1903__ak__24-037.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--24.xml#L3293;50;1;48;loppet såsom i det exempel jag nyss anförde, sändes i postremissväxel.;
prot-1904--ak--31;27;https://betalab.kb.se/prot-1904--ak--31/prot_1904__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--31.xml#L2043;48;1;2;och det gick fjolårets Riksdag in på. JAg kan icke finna, att;
prot-1904--ak--31;27;https://betalab.kb.se/prot-1904--ak--31/prot_1904__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--31.xml#L2043;48;1;28;att man med godt samvete kan yrka afslag å en sådan orga-;
prot-1904--ak--31;27;https://betalab.kb.se/prot-1904--ak--31/prot_1904__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--31.xml#L2043;48;1;37;endast åstadkommer rättvisa, och detta för det längre? Ty de högre,;
prot-1904--fk--21;7;https://betalab.kb.se/prot-1904--fk--21/prot_1904__fk__21-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--fk--21.xml#L600;50;1;8;utvidgades genom att de få i vissa fall förrätta tjänstemannaåligganden;
prot-1904--fk--21;7;https://betalab.kb.se/prot-1904--fk--21/prot_1904__fk__21-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--fk--21.xml#L600;50;1;12;ett förslaganslag af 50 000 kronor, som till ett belopp af högst 120;
prot-1904--fk--21;7;https://betalab.kb.se/prot-1904--fk--21/prot_1904__fk__21-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--fk--21.xml#L600;50;1;43;har denna uppbördsprovision icke upphört genom löneregleringen,;
prot-1904--fk--22;28;https://betalab.kb.se/prot-1904--fk--22/prot_1904__fk__22-028.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--fk--22.xml#L2062;38;1;1;Lördagen den 27 Februari. 29 N:o 22.;
prot-1904--fk--22;28;https://betalab.kb.se/prot-1904--fk--22/prot_1904__fk__22-028.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--fk--22.xml#L2062;38;1;2;afgäld kan i någon mån, verka därhän, att hypoteksbankens och;
