protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-1880--ak--19;0;https://betalab.kb.se/prot-1880--ak--19/prot_1880__ak__19-000.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--19.xml#L61;27;1;15;Föredrogos och bordlades för andra gången:;
prot-1880--ak--19;0;https://betalab.kb.se/prot-1880--ak--19/prot_1880__ak__19-000.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--19.xml#L61;27;1;22;ledning af Kongl. Maj:ts nådiga proposition med förslag till förordning;
prot-1880--ak--19;0;https://betalab.kb.se/prot-1880--ak--19/prot_1880__ak__19-000.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--19.xml#L61;27;1;25;Herr Thomasson, som begärt ordet för att framställa förslag rö-;
prot-1880--ak--46;7;https://betalab.kb.se/prot-1880--ak--46/prot_1880__ak__46-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--46.xml#L583;49;1;19;något tidigare än genom afskedstagande kunde komma i åtnjutande.;
prot-1880--ak--46;7;https://betalab.kb.se/prot-1880--ak--46/prot_1880__ak__46-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--46.xml#L583;49;1;32;andra, ja mången gång icke ens från den ena månaden till den andra,;
prot-1880--ak--46;7;https://betalab.kb.se/prot-1880--ak--46/prot_1880__ak__46-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--46.xml#L583;49;1;46;utredning kan hinna blifva färdig. Jag tror ej detta vore rättvist,;
prot-1881--ak--20;7;https://betalab.kb.se/prot-1881--ak--20/prot_1881__ak__20-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--20.xml#L563;49;1;5;tets Herrar ledamöter. Ty huru skulle väl något annat kunna vara;
prot-1881--ak--20;7;https://betalab.kb.se/prot-1881--ak--20/prot_1881__ak__20-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--20.xml#L563;49;1;14;Friherre Fock: För min del tillhör jag dem, som med stor tve-;
prot-1881--ak--20;7;https://betalab.kb.se/prot-1881--ak--20/prot_1881__ak__20-007.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--20.xml#L563;49;1;39;ämne icke blott för tillverkning af sprit, utan äfven för tillverkning;
prot-1881--ak--31;27;https://betalab.kb.se/prot-1881--ak--31/prot_1881__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--31.xml#L2297;49;1;12;framställning om beredande af plats å holmen för ett nytt bankhus;
prot-1881--ak--31;27;https://betalab.kb.se/prot-1881--ak--31/prot_1881__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--31.xml#L2297;49;1;15;vande och ett initiativ i frågan förefinnes naturligtvis en väsentlig;
prot-1881--ak--31;27;https://betalab.kb.se/prot-1881--ak--31/prot_1881__ak__31-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--31.xml#L2297;49;1;39;"sådan anordning till en ganska oviss framtid; likasom jag tror att de,";
prot-1881--ak--42;12;https://betalab.kb.se/prot-1881--ak--42/prot_1881__ak__42-012.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--42.xml#L1035;48;1;16;syftemål, nemligen förekommande af söndring i kyrkligt hänseende,;
prot-1881--ak--42;12;https://betalab.kb.se/prot-1881--ak--42/prot_1881__ak__42-012.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--42.xml#L1035;48;1;41;ning. Jag skall nu som alltid fatta mig kort. Dessa skäl äro af dels;
