protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-1930--ak--18;42;https://betalab.kb.se/prot-1930--ak--18/prot_1930__ak__18-042.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--18.xml#L3966;50;1;16;Vad av länet tillkommande skattemedel ej åtgår till beviljade bidrag skall;
prot-1930--ak--18;42;https://betalab.kb.se/prot-1930--ak--18/prot_1930__ak__18-042.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--18.xml#L3966;50;1;29;Punkten föredrogs. Därvid yttrade:;
prot-1930--ak--18;42;https://betalab.kb.se/prot-1930--ak--18/prot_1930__ak__18-042.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--18.xml#L3966;50;1;50;rör inte heller på något sätt städerna, då städernas andelar icke alls skulle;
prot-1930--ak--4;22;https://betalab.kb.se/prot-1930--ak--4/prot_1930__ak__4-022.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--4.xml#L1923;55;1;15;avgivit ett uttalande i tidningspressen, vari han förklarar följande: »Från många;
prot-1930--ak--4;22;https://betalab.kb.se/prot-1930--ak--4/prot_1930__ak__4-022.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--4.xml#L1923;55;1;28;skingra. Vad svarar nu herr statsrådet? Jo, han menar, att allt detta skall;
prot-1930--ak--4;22;https://betalab.kb.se/prot-1930--ak--4/prot_1930__ak__4-022.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1930/prot-1930--ak--4.xml#L1923;55;1;45;det gäller katekesen, har man där att göra med stycken och minnesord dels av;
prot-1931--ak--16;97;https://betalab.kb.se/prot-1931--ak--16/prot_1931__ak__16-097.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--16.xml#L8728;54;1;27;tare arbetstid och då böra även landstingens sjukvårdsanstalter gå fram på;
prot-1931--ak--16;97;https://betalab.kb.se/prot-1931--ak--16/prot_1931__ak__16-097.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--16.xml#L8728;54;1;42;fallet, blir följden givetvis en automatisk skattestegnring i landstingen. Den-;
prot-1931--ak--16;97;https://betalab.kb.se/prot-1931--ak--16/prot_1931__ak__16-097.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--16.xml#L8728;54;1;46;inte skatteunderlaget ökas, undgå en fortsatt skatteökning. Det är då ganska;
prot-1931--ak--27;68;https://betalab.kb.se/prot-1931--ak--27/prot_1931__ak__27-068.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--27.xml#L6518;53;1;4;bruksändamål. Att en sådan uppdelning varit synnerligen väl motiverad,;
prot-1931--ak--27;68;https://betalab.kb.se/prot-1931--ak--27/prot_1931__ak__27-068.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--27.xml#L6518;53;1;25;Att elektrifieringen inom distributionsföreningarna så småningom kommit att;
prot-1931--ak--27;68;https://betalab.kb.se/prot-1931--ak--27/prot_1931__ak__27-068.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--27.xml#L6518;53;1;39;böra således bibehållas under sådan rubrik, att av denna framgår, att de;
prot-1931--ak--36;117;https://betalab.kb.se/prot-1931--ak--36/prot_1931__ak__36-117.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--36.xml#L10836;54;1;1;Nr 36. 118 Onsdagen den 13 maj e. m.;
prot-1931--ak--36;117;https://betalab.kb.se/prot-1931--ak--36/prot_1931__ak__36-117.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--36.xml#L10836;54;1;38;slagets användning utöver en viss nödvändig marginal. Jag har tillåtit mig;
prot-1931--ak--36;117;https://betalab.kb.se/prot-1931--ak--36/prot_1931__ak__36-117.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--ak--36.xml#L10836;54;1;40;begränsade till en enda man, ty uppenbart måste förhållandena, sådana de;
prot-1931--fk--38;15;https://betalab.kb.se/prot-1931--fk--38/prot_1931__fk__38-015.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--38.xml#L1393;55;1;2;kande, som kunde ha vunnit pluralitet. Men de föreslagna organisatoriska;
prot-1931--fk--38;15;https://betalab.kb.se/prot-1931--fk--38/prot_1931__fk__38-015.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--38.xml#L1393;55;1;38;Vi skulle emellertid ha 700 sådana nämnder i landet. Men 700 nämnder;
prot-1931--fk--38;15;https://betalab.kb.se/prot-1931--fk--38/prot_1931__fk__38-015.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--38.xml#L1393;55;1;53;På samma sätt vill jag säga, att det är med skyddskollegierna. Att inrätta;
prot-1932--ak--42;84;https://betalab.kb.se/prot-1932--ak--42/prot_1932__ak__42-084.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1932/prot-1932--ak--42.xml#L7450;55;1;2;Man anmärker på att denna kredit beviljades, trots att koncernen beslutat;
