protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-1910--ak--21;25;https://betalab.kb.se/prot-1910--ak--21/prot_1910__ak__21-025.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--21.xml#L1930;46;1;6;Jag ber därför, herr talman, att af anförda skäl för min;
prot-1910--ak--21;25;https://betalab.kb.se/prot-1910--ak--21/prot_1910__ak__21-025.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--21.xml#L1930;46;1;8;Med herr Meurling förenade sig herrar Gustafsson i Mjölby,;
prot-1910--ak--21;25;https://betalab.kb.se/prot-1910--ak--21/prot_1910__ak__21-025.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--21.xml#L1930;46;1;33;ur sikte, att man verkligen behöfver ett skydd både för den enes;
prot-1910--ak--51;32;https://betalab.kb.se/prot-1910--ak--51/prot_1910__ak__51-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--51.xml#L2886;52;1;14;Nu är ju emellertid ställningen ute i landet så fullständigt olika,;
prot-1910--ak--51;32;https://betalab.kb.se/prot-1910--ak--51/prot_1910__ak__51-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--51.xml#L2886;52;1;27;industribefolkning måste konsumera en stor del af den spannmål , som;
prot-1910--ak--51;32;https://betalab.kb.se/prot-1910--ak--51/prot_1910__ak__51-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--51.xml#L2886;52;1;31;Nu är det ju vidare redan förut under diskussionen påpekadt, icke;
prot-1911--ak--30;69;https://betalab.kb.se/prot-1911--ak--30/prot_1911__ak__30-069.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1911/prot-1911--ak--30.xml#L5557;46;1;2;förbundna olika rättigheter och skyldigheter. Endast för Skåne;
prot-1911--ak--30;69;https://betalab.kb.se/prot-1911--ak--30/prot_1911__ak__30-069.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1911/prot-1911--ak--30.xml#L5557;46;1;31;Af herr statsrådets svar framgår, att det funnes två särskilda;
prot-1911--ak--30;69;https://betalab.kb.se/prot-1911--ak--30/prot_1911__ak__30-069.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1911/prot-1911--ak--30.xml#L5557;46;1;36;mot vederbörande patronatsrättsinnehafvare för att förmå dem att;
prot-1911--ak--42;38;https://betalab.kb.se/prot-1911--ak--42/prot_1911__ak__42-038.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1911/prot-1911--ak--42.xml#L3031;44;1;4;återremittera ärendet till utskottet liksom förut gjorts i Första;
