protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;16;ville deras väl och försvarade deras;
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;35;av utskottet — det är min mening som;
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;50;fattning, och det är när han påstår att;
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;52;bra som det är. Det står ingenstans efter;
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;68;Om herr Nilsson i Agnäs minns det;
prot-1970--ak--18;92;https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-093.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--18.xml#L9421;99;2;85;rande med att påpeka att den mening;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;4;drabbar enskilda och samhället som kan;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;8;kronor som har yrkats i mittenmotio-;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;40;vakningen. Rikspolisstyrelsen vitsordar;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;58;koptrar under vissa perioder av inten-;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;63;slag om inköp av ytterligare två heli-;
prot-1970--fk--11;19;https://betalab.kb.se/prot-1970--fk--11/prot_1970__fk__11-019.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--fk--11.xml#L1846;102;2;89;kan det visserligensägas att en ökning;
prot-1971--121;51;https://betalab.kb.se/prot-1971--121/prot_1971__121-052.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--121.xml#L4514;45;1;17;framför allt bör förankras hos landstingmännen, som främst har att;
prot-1971--121;51;https://betalab.kb.se/prot-1971--121/prot_1971__121-052.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--121.xml#L4514;45;1;37;folkpartiet genom att tillsätta utredningar i det här avseendet.;
prot-1971--121;51;https://betalab.kb.se/prot-1971--121/prot_1971__121-052.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--121.xml#L4514;45;1;45;tarisk utredning. Herr Svensson I Kungälv har ju tidigare talat om de;
prot-1971--14;23;https://betalab.kb.se/prot-1971--14/prot_1971__14-024.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--14.xml#L1783;48;1;8;utredning om trafikpolitikens fortsatta utformning. Men statsrådet läste;
prot-1971--14;23;https://betalab.kb.se/prot-1971--14/prot_1971__14-024.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--14.xml#L1783;48;1;26;princip skall vara för sina kostnader utan också att det ingår I målet för;
prot-1971--14;23;https://betalab.kb.se/prot-1971--14/prot_1971__14-024.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--14.xml#L1783;48;1;29;emellertid för allmänt hållen och behöver preciseras. Jag är fullt;
prot-1971--151;54;https://betalab.kb.se/prot-1971--151/prot_1971__151-055.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--151.xml#L4512;48;1;1;ske på beskostnad av servicen till allmänheten och näringslivet. Statliga;
