protocol_id;x;facs;github;NROWS;NCOLS;row_to_check;content;tricky
prot-198081--17;50;https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335;42;1;6;bl. a. motion 1794.;
prot-198081--17;50;https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335;42;1;31;arrangörerna, i vilkas intresse det också ligger att det snart blir rätsida på det;
prot-198081--17;50;https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335;42;1;41;Det är en fraga som berör många och som artister och arrangörer otåligt;
prot-198081--41;26;https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364;44;1;8;man inte utan vidare kan genomföra en lagstiftning på det underlag som nu;
prot-198081--41;26;https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364;44;1;15;i ärendet.;
prot-198081--41;26;https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364;44;1;35;samma inflytande i de utländska företagen som de har i de inhemska.;
prot-198081--55;31;https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664;46;1;1;gynna televerket på sikt. Det var underförstått hela tiden, som jag uppfattade;
prot-198081--55;31;https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664;46;1;12;Teli, förs över I bolagsform. Egentligen anförs inte i reservationen någon;
prot-198081--55;31;https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664;46;1;29;som - notera det Bertil Zachrisson- stöds av LO, Metall, SALF, SIF och-;
prot-198182--147;5;https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480;45;1;4;medborgarskap och att den som vill bli svensk medborgarskap.;
prot-198182--147;5;https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480;45;1;10;flera stater inte åläggas att göra militärtjänst i mer än en av dessa stater, och;
prot-198182--147;5;https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480;45;1;41;Anf. 3 GÖREL BOHLIN (m):;
prot-198182--51;29;https://betalab.kb.se/prot-198182--51/prot_198182__51-029.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--51.xml#L2674;45;1;13;känner en stor oro för framtiden, när de läser sådana här målsättningsde-;
prot-198182--51;29;https://betalab.kb.se/prot-198182--51/prot_198182__51-029.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--51.xml#L2674;45;1;40;dit inom ramen för redan befintliga platser. Sedan Samhällsföretag kom till har;
prot-198182--51;29;https://betalab.kb.se/prot-198182--51/prot_198182__51-029.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--51.xml#L2674;45;1;45;arbetsmarknaden.;
prot-198283--46;37;https://betalab.kb.se/prot-198283--46/prot_198283__46-038.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--46.xml#L3250;45;1;21;prövningsförfarande som i huvudsak sammanfaller med det som borde ha;
prot-198283--46;37;https://betalab.kb.se/prot-198283--46/prot_198283__46-038.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--46.xml#L3250;45;1;36;Anf. 172 ROLAND BRÄNNSTRÖM (s):;
prot-198283--46;37;https://betalab.kb.se/prot-198283--46/prot_198283__46-038.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--46.xml#L3250;45;1;41;värnplikt, utifrån den diskussion som Kerstin Ekman har fört här?;
prot-198384--128;4;https://betalab.kb.se/prot-198384--128/prot_198384__128-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--128.xml#L314;46;1;7;affärsdrivande företag, eftersom de investeringar som görs skall förräntas.;
prot-198384--128;4;https://betalab.kb.se/prot-198384--128/prot_198384__128-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--128.xml#L314;46;1;14;satsningar gjorts för en bättre järnvägstrafik på en rad olika punkter. Utöver;
prot-198384--128;4;https://betalab.kb.se/prot-198384--128/prot_198384__128-004.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--128.xml#L314;46;1;17;tionen framläggs förslag om ytterligare 44 milj. kr. till SJ-investeringar.;
prot-198384--13;8;https://betalab.kb.se/prot-198384--13/prot_198384__13-008.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--13.xml#L691;18;1;3;1983/84:11 och 12 till socialutskottet;
prot-198384--13;8;https://betalab.kb.se/prot-198384--13/prot_198384__13-008.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--13.xml#L691;18;1;9;Statsbidrag till barnomsorg och social hemhjälp (prop. 1983/84:9);
prot-198384--13;8;https://betalab.kb.se/prot-198384--13/prot_198384__13-008.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--13.xml#L691;18;1;12;1983/84:1 Vissa socialtjänstfrågor;
prot-198485--25;41;https://betalab.kb.se/prot-198485--25/prot_198485__25-041.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--25.xml#L3487;11;1;3;projekt. I registret skall bl. a. finnas personliga uppfgifter om t.ex. arbetssitu-;
prot-198485--25;41;https://betalab.kb.se/prot-198485--25/prot_198485__25-041.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--25.xml#L3487;11;1;4;ationen, föräldrarnas nationalitet och eventuella självmordsförsök.;
prot-198485--25;41;https://betalab.kb.se/prot-198485--25/prot_198485__25-041.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--25.xml#L3487;11;1;6;Vill statsrådet medverka till att personliga uppgifter om patienters sociala;
prot-198586--118;26;https://betalab.kb.se/prot-198586--118/prot_198586__118-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--118.xml#L2208;46;1;20;vi har varandra. Jag vill bara konstatera att vi moderater också nu har;
prot-198586--118;26;https://betalab.kb.se/prot-198586--118/prot_198586__118-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--118.xml#L2208;46;1;28;annorlunda skogsdrift med ett skogsbestånd som mer präglades av mångfald.;
prot-198586--118;26;https://betalab.kb.se/prot-198586--118/prot_198586__118-027.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--118.xml#L2208;46;1;31;som inte alls blev av lägre intensitet utan kanske av högre, och det skulle;
prot-198586--144;24;https://betalab.kb.se/prot-198586--144/prot_198586__144-025.jp2/_view;https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--144.xml#L2086;45;1;5;Anf. 16 PÄR GRANSTEDT (c) replik:;
