protocol_id	x	facs	github	NROWS	NCOLS	row_to_check	content	tricky	most_probable_line	lev
data/1890/prot-1890--ak--019.xml	0	https://betalab.kb.se/prot-1890--ak--19/prot_1890__ak__19-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--19.xml#L61	33	1	7	lästes:		läkare.	5
data/1890/prot-1890--ak--019.xml	0	https://betalab.kb.se/prot-1890--ak--19/prot_1890__ak__19-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--19.xml#L61	33	1	10	ledighet för att derunder sköta sig, intygar		ledighet för att derunder sköta sig, intygar	0
data/1890/prot-1890--ak--019.xml	0	https://betalab.kb.se/prot-1890--ak--19/prot_1890__ak__19-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--19.xml#L61	33	1	33	Andra Kammarens Prot. 1890, N:o 19.		andra kammarens prot. 1890. n:o 19.	1
data/1890/prot-1890--ak--040.xml	34	https://betalab.kb.se/prot-1890--ak--40/prot_1890__ak__40-034.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--40.xml#L2837	48	1	7	håller synes vara att befara, att det moraliska ansvaret för sparban-		håller synes vara att befara, att det moraliska ansvaret för sparbank	1
data/1890/prot-1890--ak--040.xml	34	https://betalab.kb.se/prot-1890--ak--40/prot_1890__ak__40-034.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--40.xml#L2837	48	1	13	ning, blefve urståndssatt att fullgöra sina förbindelser, skulden derför		tning, blefve urståndsatt att fullgöra sina förbindelser, skulden derför	2
data/1890/prot-1890--ak--040.xml	34	https://betalab.kb.se/prot-1890--ak--40/prot_1890__ak__40-034.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--40.xml#L2837	48	1	45	så får han låna. Men hur många äro väl de, ute på landsbygden,		så får han låna. men hur många äro väl de, ute på landsbygden,	0
data/1891/prot-1891--ak--029.xml	5	https://betalab.kb.se/prot-1891--ak--29/prot_1891__ak__29-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--29.xml#L543	44	1	13	Herr Pehrson i Törneryd: Mot hvad den föregående talaren		herr pehrson i törneryd yttrade:	28
data/1891/prot-1891--ak--029.xml	5	https://betalab.kb.se/prot-1891--ak--29/prot_1891__ak__29-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--29.xml#L543	44	1	16	vägars lån af staten, huru vida man vill att staten skall göra några		vägars lån af staten, huru vida man vill att staten skall göra några	0
data/1891/prot-1891--ak--029.xml	5	https://betalab.kb.se/prot-1891--ak--29/prot_1891__ak__29-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--29.xml#L543	44	1	25	man icke kan nedsätta räntan till 4 proc. för de enskilda jernvägarne,		man icke kan nedsätta räntan till 4 proc. för de enskilda jernvägarne,	0
data/1891/prot-1891--ak--039.xml	0	https://betalab.kb.se/prot-1891--ak--39/prot_1891__ak__39-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--39.xml#L61	35	1	1	Riksdagens protokoll		riksdagens protokoll	0
data/1891/prot-1891--ak--039.xml	0	https://betalab.kb.se/prot-1891--ak--39/prot_1891__ak__39-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--39.xml#L61	35	1	24	anledning af den motivering, utskottet begagnat för afslag å motionen,		anledning af den motivering, utskottet begagnat för afslag å motionen,	0
data/1891/prot-1891--ak--039.xml	0	https://betalab.kb.se/prot-1891--ak--39/prot_1891__ak__39-000.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--39.xml#L61	35	1	34	alltid sagt, att åstadkommandet af en verksam kontroll vore alldeles		alltid sagt, att åstadkommandet af en verksam kontroll vore alldeles	0
data/1891/prot-1891--ak--049.xml	28	https://betalab.kb.se/prot-1891--ak--49/prot_1891__ak__49-028.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--49.xml#L2350	47	1	21	999 kronor, är han fri; men om det är tre, få de betala. Härvid		999 kronor, är han fri; men om det är tre, få de betala. härvid	0
data/1891/prot-1891--ak--049.xml	28	https://betalab.kb.se/prot-1891--ak--49/prot_1891__ak__49-028.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--49.xml#L2350	47	1	34	digheter förbjuda, att en person får betala ⅔ procent skatt för		digheter förbjuda, att en person får betala ”/, procent i skatt	9
data/1891/prot-1891--ak--049.xml	28	https://betalab.kb.se/prot-1891--ak--49/prot_1891__ak__49-028.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--49.xml#L2350	47	1	42	förekomma nästa vecka och då äro vi qvar hät i alla fall, om än		förekomma nästa vecka, och då äro vi qvar här i alla fall, om ä	3
data/1892/prot-1892--ak--014.xml	11	https://betalab.kb.se/prot-1892--ak--14/prot_1892__ak__14-011.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--14.xml#L906	48	1	8	rum i tullen å spanmål, kommer också det mjöl som förmales		rum i tullen å spanmål, kommer också det mjöl, som förmale	2
data/1892/prot-1892--ak--014.xml	11	https://betalab.kb.se/prot-1892--ak--14/prot_1892__ak__14-011.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--14.xml#L906	48	1	20	med utländskt mjöl, som vid sin infördel förenligt, att, när		 med utländskt mjöl, som vid sin införsel drager en tull af 	18
data/1892/prot-1892--ak--014.xml	11	https://betalab.kb.se/prot-1892--ak--14/prot_1892__ak__14-011.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--14.xml#L906	48	1	47	skulle komma I fråga, så synnerligen mycket spanmål intagits		skulle komma i fråga, så synnerligen mycket spanmål intagits	0
data/1892/prot-1892--ak--047.xml	42	https://betalab.kb.se/prot-1892--ak--47/prot_1892__ak__47-042.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--47.xml#L3263	39	1	23	oveld och det aldrig svikande tålamod, hvarmed ni under den nu af-		oveld och det aldrig svikande tålamod, hvarmed ni under den nu afs	1
data/1892/prot-1892--ak--047.xml	42	https://betalab.kb.se/prot-1892--ak--47/prot_1892__ak__47-042.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--47.xml#L3263	39	1	26	leda kammarens förhandlingar. Ni har derigenom ytterligare ökat den		leda kammarens förhandlingar. ni har derigenom ytterligare ökat den	0
data/1892/prot-1892--ak--047.xml	42	https://betalab.kb.se/prot-1892--ak--47/prot_1892__ak__47-042.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--47.xml#L3263	39	1	30	Hvad ni slutade med, herr doktor, i edert nu yttrade tal, det		hvad ni slutade med, herr doktor, i edert nu yttrade tal, det	0
data/1893/prot-1893--ak--036.xml	24	https://betalab.kb.se/prot-1893--ak--36/prot_1893__ak__36-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--36.xml#L2115	47	1	25	samma vara det bästa, som kunnat åstadkommas; men det kan ju		samma vara det bästa, som kunnat åstadkommas; men det kan ju	0
data/1893/prot-1893--ak--036.xml	24	https://betalab.kb.se/prot-1893--ak--36/prot_1893__ak__36-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--36.xml#L2115	47	1	28	Nu säger den siste talaren, att de ifrågavarande gatorna äro		nu säger den siste talaren, att de ifrågavarande gatorna äro	0
data/1893/prot-1893--ak--036.xml	24	https://betalab.kb.se/prot-1893--ak--36/prot_1893__ak__36-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--36.xml#L2115	47	1	37	ordnande, betala hvarje tumsbredd jord vid Strandvägen. Detta pre-		ordnande, betala hvarje tumsbredd jord vid strandvägen. detta prej	1
