protocol_id	x	facs	github	NROWS	NCOLS	row_to_check	content	tricky	most_probable_line	lev
data/198081/prot-198081--017.xml	50	https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335	42	1	6	bl. a. motion 1794.		 bl. a. motion 1794.	1
data/198081/prot-198081--017.xml	50	https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335	42	1	31	arrangörerna, i vilkas intresse det också ligger att det snart blir rätsida på det		arrangörerna, i vilkas intresse det också ligger att det snart blir rätsida på det	0
data/198081/prot-198081--017.xml	50	https://betalab.kb.se/prot-198081--17/prot_198081__17-050.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--17.xml#L4335	42	1	41	Det är en fraga som berör många och som artister och arrangörer otåligt		det är en fråga som berör många och som artister och arrangörer otåligt	1
data/198081/prot-198081--041.xml	26	https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364	44	1	8	man inte utan vidare kan genomföra en lagstiftning på det underlag som nu		man inte utan vidare kan genomföra en lagstiftning på det underlag som nu	0
data/198081/prot-198081--041.xml	26	https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364	44	1	15	i ärendet.		nr 41	9
data/198081/prot-198081--041.xml	26	https://betalab.kb.se/prot-198081--41/prot_198081__41-027.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--41.xml#L2364	44	1	35	samma inflytande i de utländska företagen som de har i de inhemska.		samma inflytande i de utländska företagen som de har i de inhemska.	0
data/198081/prot-198081--055.xml	31	https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664	46	1	1	gynna televerket på sikt. Det var underförstått hela tiden, som jag uppfattade		gynna televerket på sikt. det var underförstått hela tiden, som jag uppfattade	0
data/198081/prot-198081--055.xml	31	https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664	46	1	12	Teli, förs över I bolagsform. Egentligen anförs inte i reservationen någon		teli, förs över i bolagsform. egentligen anförs inte i reservationen någon	0
data/198081/prot-198081--055.xml	31	https://betalab.kb.se/prot-198081--55/prot_198081__55-032.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--55.xml#L2664	46	1	29	som - notera det Bertil Zachrisson- stöds av LO, Metall, SALF, SIF och-		som - notera det bertil zachrisson - stöds av lo, metall, salf, sif och	2
data/198182/prot-198182--147.xml	5	https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480	45	1	4	medborgarskap och att den som vill bli svensk medborgarskap.		medborgarskap och att den som vill bli svensk medborgare gen	5
data/198182/prot-198182--147.xml	5	https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480	45	1	10	flera stater inte åläggas att göra militärtjänst i mer än en av dessa stater, och		flera stater inte åläggas att göra militärtjänst i mer än en av dessa stater, och	0
data/198182/prot-198182--147.xml	5	https://betalab.kb.se/prot-198182--147/prot_198182__147-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--147.xml#L480	45	1	41	Anf. 3 GÖREL BOHLIN (m):		anf. 3 görel bohlin (m):	0
data/198182/prot-198182--051.xml	29	https://betalab.kb.se/prot-198182--51/prot_198182__51-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--51.xml#L2674	45	1	13	känner en stor oro för framtiden, när de läser sådana här målsättningsde-		känner en stor oro för framtiden, när de läser sådana här målsättningsdek	1
