protocol_id	x	facs	github	NROWS	NCOLS	row_to_check	content	tricky	most_probable_line	lev
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	6	guld.		lag	4
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	21	gasatt, att dessa inköp på något sätt ifrå-		valutor, och det är inte på något sätt ifrå	16
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	28	joner US-dollars eller enligt nuvarande		joner us-dollars eller enligt nuvarande	0
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	60	vesteringar, såsom framgår av vad  som		vesteringar, såsom framgår av vad som	0
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	90	ha haft föredragningar och ha vid olika		ha haft föredragningar och ha vid olika	0
data/1950/prot-1950--ak--014.xml	107	https://betalab.kb.se/prot-1950--ak--14/prot_1950__ak__14-107.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--ak--14.xml#L10655	99	2	93	skottet en rätt stor tveksamhet, åt-		skottet en rätt stor tveksamhet, åtm	1
data/1950/prot-1950--fk--011.xml	1	https://betalab.kb.se/prot-1950--fk--11/prot_1950__fk__11-001.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--fk--11.xml#L130	42	1	21	-nr 46, ang. pensionering genom statens pensionsanstalt av bi-		- nr 46, ang. pensionering genom statens pensionsanstalt av bi	2
data/1950/prot-1950--fk--011.xml	1	https://betalab.kb.se/prot-1950--fk--11/prot_1950__fk__11-001.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--fk--11.xml#L130	42	1	28	— nr 28, ang. Rätt för jordbrukare att vid inkomsttaxering åtnjuta		- nr 28, ang. rätt för jordbrukare att vid inkomsttaxering åtnjuta	0
data/1950/prot-1950--fk--011.xml	1	https://betalab.kb.se/prot-1950--fk--11/prot_1950__fk__11-001.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--fk--11.xml#L130	42	1	40	Första kammarens allmänna beredningsutskotts utlåtande nr 11,		första kammarens allmänna beredningsutskotts utlåtande nr 11,	0
data/1951/prot-1951--ak--002.xml	220	https://betalab.kb.se/prot-1951--ak--2/prot_1951__ak__2-220.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--2.xml#L19224	96	2	1	Lördagen den 20 januari 1951 em. Nr 2. 221		lördagen den 20 januari 1951 em. nr 2.	4
data/1951/prot-1951--ak--002.xml	220	https://betalab.kb.se/prot-1951--ak--2/prot_1951__ak__2-220.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--2.xml#L19224	96	2	11	moraliskt förfömande av vad som skett,		moraliskt fördömande av vad som skett,	1
data/1951/prot-1951--ak--002.xml	220	https://betalab.kb.se/prot-1951--ak--2/prot_1951__ak__2-220.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--2.xml#L19224	96	2	12	moraliskt fördömande av vad som skett,		moraliskt fördömande av vad som skett,	0
