protocol_id	x	facs	github	NROWS	NCOLS	row_to_check	content	tricky	most_probable_line	lev
data/1940/prot-1940--ak--026.xml	2	https://betalab.kb.se/prot-1940--ak--26/prot_1940__ak__26-002.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--ak--26.xml#L224	46	1	19	då vill jag i de svenska arbetarkvinnornas namn förklara, att denna lag också		då vill jag i de svenska arbetarkvinnornas namn förklara, att denna lag också	0
data/1940/prot-1940--ak--026.xml	2	https://betalab.kb.se/prot-1940--ak--26/prot_1940__ak__26-002.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--ak--26.xml#L224	46	1	35	Föredrogs, men bordlades åter andra kammarens femte tillfälliga utskotts		föredrogs, men bordlades åter andra kammarens femte tillfälliga utskotts	0
data/1940/prot-1940--ak--026.xml	2	https://betalab.kb.se/prot-1940--ak--26/prot_1940__ak__26-002.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--ak--26.xml#L224	46	1	41	§ 10.		§ 13.	1
data/1940/prot-1940--fk--003.xml	96	https://betalab.kb.se/prot-1940--fk--3/prot_1940__fk__3-096.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--fk--3.xml#L7828	54	1	16	hjälp. En internationell vädjan I denna riktning har under svensk medverkan		hjälp. en internationell vädjan i denna riktning har under svensk medverkan	0
data/1940/prot-1940--fk--003.xml	96	https://betalab.kb.se/prot-1940--fk--3/prot_1940__fk__3-096.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--fk--3.xml#L7828	54	1	33	på ett något tidigare stadium. Vidare skulle jag vilja hemställa till vederbö- 		på ett något tidigare stadium. vidare skulle jag vilja hemställa till vederbör	1
data/1940/prot-1940--fk--003.xml	96	https://betalab.kb.se/prot-1940--fk--3/prot_1940__fk__3-096.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940--fk--3.xml#L7828	54	1	38	ställan, som jag naturlingtvis främst har anledning att rikta till mina kam-		mställan, som jag naturligtvis främst har anledning att rikta till mina kamm	3
data/1941/prot-1941--ak--007.xml	29	https://betalab.kb.se/prot-1941--ak--7/prot_1941__ak__7-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--ak--7.xml#L2588	53	1	2	Förslag till lag om dyrtidstillägg å folkpensioner, invalidunderstöd och		förslag till lag om dyrtidstillägg å folkpensioner, invalidunderstöd och	0
data/1941/prot-1941--ak--007.xml	29	https://betalab.kb.se/prot-1941--ak--7/prot_1941__ak__7-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--ak--7.xml#L2588	53	1	22	det andra anser jag, att förslag I anledning av sådan omprövning bör helt		det andra anser jag, att förslag i anledning av sådan omprövning bör helt	0
data/1941/prot-1941--ak--007.xml	29	https://betalab.kb.se/prot-1941--ak--7/prot_1941__ak__7-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--ak--7.xml#L2588	53	1	43	föreliggande propositionen väckt en motion, vars yrkande går ut på att dyr-		föreliggande propositionen väckt en motion, vars yrkande går ut på att dyrt	1
data/1941/prot-1941--fk--029.xml	10	https://betalab.kb.se/prot-1941--fk--29/prot_1941__fk__29-010.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--29.xml#L945	53	1	14	så sent som den 17 januari i år beslutande, att den gjorde framställningen icke		 så sent som den 17 januari i år beslutade, att den gjorda framställningen icke	3
data/1941/prot-1941--fk--029.xml	10	https://betalab.kb.se/prot-1941--fk--29/prot_1941__fk__29-010.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--29.xml#L945	53	1	18	des på det sätt, som statsutskottet redan år 1936 skrev om. Men av handlingar-		des på det sätt, som statsutskottet redan år 1936 skrev om. men av handlingarn	1
data/1941/prot-1941--fk--029.xml	10	https://betalab.kb.se/prot-1941--fk--29/prot_1941__fk__29-010.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--29.xml#L945	53	1	37	närerna själva och reservanterna kunna medverka till — är att ortsintresset		närerna själva och reservanterna kunna medverka till - är att ortsintresset	0
data/1941/prot-1941--fk--041.xml	35	https://betalab.kb.se/prot-1941--fk--41/prot_1941__fk__41-035.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--41.xml#L3059	55	1	5	motvilja häremot. Men jag fäste mig också vid att herr Strand ansåg att		motvilja häremot. men jag fäste mig också vid att herr strand ansåg att	0
data/1941/prot-1941--fk--041.xml	35	https://betalab.kb.se/prot-1941--fk--41/prot_1941__fk__41-035.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--41.xml#L3059	55	1	10	än de, som de stora byggnadsfackförbunden hitintills visat tendenser att vilja		än de, som de stora byggnadsfackförbunden hitintills visat tendenser att vilja	0
data/1941/prot-1941--fk--041.xml	35	https://betalab.kb.se/prot-1941--fk--41/prot_1941__fk__41-035.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1941/prot-1941--fk--41.xml#L3059	55	1	16	borde organiseras genom avtal mellan arbetsgivarförening och fackarbetare.		borde organiseras genom avtal mellan arbetsgivarförening och fackarbetare.	0
data/1942/prot-1942--ak--025.xml	146	https://betalab.kb.se/prot-1942--ak--25/prot_1942__ak__25-146.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1942/prot-1942--ak--25.xml#L12739	54	1	1	Lördagen den 20 juni 1942. Nr 25. 147		lördagen den 20 juni 1942. nr 25. 147	0
data/1942/prot-1942--ak--025.xml	146	https://betalab.kb.se/prot-1942--ak--25/prot_1942__ak__25-146.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1942/prot-1942--ak--25.xml#L12739	54	1	18	utskottet. Jag tolkar saken så, att då det finns ett sådant intresse I utskottet,		utskottet. jag tolkar saken så, att då det finns ett sådant intresse i utskottet,	0
data/1942/prot-1942--ak--025.xml	146	https://betalab.kb.se/prot-1942--ak--25/prot_1942__ak__25-146.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1942/prot-1942--ak--25.xml#L12739	54	1	39	annat år eller snart nog skall kunna få till stånd sådana föbättringar med av-		annat år eller snart nog skall kunna få till stånd sådana förbättringar med av	2
